frame,time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l
1041,8.675,-87.81352932,2.87167858,-180.93454779,0.93155977,0.43325016,-0.59947281,8.90908539,-2.65999715,-12.31316272,13.65044014,0.23824512,26.0782349,4.96510466,-7.49999987,6.57401153,-9.1016512,-19.6849929,15.03547347,0.26241852,31.04309464,12.01901729,-7.49999987,-18.59626416,4.92188838,0.37782256,-2.87051875,-9.44504023,-3.02145838,17.46897043,97.36695631,-7.47818199,-7.34787775,2.74514173,25.80556003,107.12766589
1042,8.68333333,-87.61223607,2.81160082,-180.8050005,0.93186918,0.4319628,-0.59938817,9.09813956,-2.76264584,-12.69116944,13.51908429,0.23595253,26.5118375,5.3176028,-7.49999987,6.78550725,-9.02020514,-19.7963087,14.8364717,0.25894528,31.18434969,11.884342,-7.49999987,-18.54625703,4.88135011,0.1517877,-3.22371207,-9.39754978,-3.03212723,17.34209808,97.05260024,-7.96534379,-7.2468882,1.56840855,26.04444589,107.90251044
1043,8.69166667,-87.39092134,2.70786894,-180.69993487,0.93209279,0.43054781,-0.59934194,9.37842032,-2.93886846,-13.12919262,13.48836327,0.23541635,26.84830424,5.64059462,-7.49999987,6.97763001,-8.83759401,-19.70504991,14.51051924,0.25325634,31.19070797,11.58978702,-7.49999987,-18.49772156,4.78288025,0.01447917,-3.60272916,-9.27180562,-3.8957643,17.30389502,98.83925831,-8.29636218,-7.24746849,1.18132516,26.10459391,107.77605247
1044,8.7,-87.16822804,2.61652214,-180.70068376,0.93225412,0.42940093,-0.59945326,9.61994764,-3.0451636,-13.31422023,13.38707204,0.23364848,27.09121735,5.72985365,-7.49999987,7.03729275,-8.62462552,-19.57035558,14.01151538,0.24454708,31.09569267,11.77625649,-7.49999987,-18.402346,4.67246907,-0.10706717,-3.90216332,-9.21729467,-3.75944232,17.12331298,98.86848478,-8.73346585,-7.18816857,0.43160699,26.23952252,107.94006718
1045,8.70833333,-87.00110323,2.4750028,-180.78653789,0.93242813,0.42864982,-0.59953536,9.79670178,-3.22411585,-13.60272869,13.31535073,0.23239671,27.40658897,6.04345399,-7.49999987,6.97627858,-8.38138526,-19.67951156,13.49504431,0.23553296,31.15055138,12.03841807,-7.49999987,-18.30430234,4.50142228,-0.13615452,-4.25644788,-9.17931088,-3.83884717,17.03276601,98.93442827,-9.14510402,-7.25787753,0.54859709,26.3600164,107.87335039
1046,8.71666667,-86.87448227,2.43736274,-180.962059,0.9326306,0.42818301,-0.59993236,9.82777815,-3.19927832,-13.64145318,13.06301144,0.22799256,27.55246446,6.1847944,-7.49999987,6.94488534,-8.38355518,-20.50088847,13.19588107,0.23031157,31.58345384,12.11216732,-7.49999987,-18.23712387,4.40976414,-0.14806497,-4.51836845,-9.29163877,-2.44451897,16.85607492,96.93268528,-9.66000415,-7.18064136,-0.0952417,26.55322242,107.82197321
1047,8.725,-86.72356035,2.22717538,-180.99788828,0.93282129,0.42743312,-0.5996732,9.95950814,-3.48723013,-14.01744267,12.95196325,0.2260544,27.82609137,6.68677015,-7.49999987,6.89720999,-7.9677742,-20.0635699,12.73595179,0.22228429,31.72424116,11.98762553,-7.49999987,-18.17602333,4.2008928,-0.16482193,-4.94448636,-9.19181207,-3.82275422,16.97941495,99.48433435,-9.84159365,-7.19308564,0.00876721,26.40443602,107.76870286
1048,8.73333333,-86.52781,2.12440238,-181.03460522,0.93279251,0.42680166,-0.59972355,10.10154813,-3.57759413,-14.11437093,12.73580375,0.22228171,27.99305984,6.79842288,-7.49999987,7.08200976,-7.84796456,-20.3241804,12.6231364,0.22031529,31.7182882,12.17354333,-7.49999987,-18.04991214,4.08751283,-0.23091307,-5.25062454,-9.17057329,-3.87046048,16.9515161,99.5491274,-10.10975981,-7.1475732,-0.38317195,26.33157346,107.82028107
1049,8.74166667,-86.36425402,2.01886874,-180.88457171,0.93278762,0.42640607,-0.5995659,10.16882884,-3.7058752,-14.4315297,12.51978839,0.21851153,28.14532312,6.93932229,-7.49999987,7.23337825,-7.6860385,-20.11322416,12.487155,0.21794197,31.70979965,12.31973031,-7.49999987,-17.9167498,3.99716869,-0.51352972,-5.46444086,-9.17006294,-3.29112046,16.84274063,98.29408824,-10.46108303,-7.17922711,-0.7281259,26.41597179,108.01481152
1050,8.75,-86.21746079,2.21412744,-180.61061011,0.93283368,0.42614482,-0.59939311,10.09197145,-3.47561122,-14.82081582,12.14051917,0.21189203,28.21363396,7.05482614,-7.49999987,7.49075472,-7.96386943,-20.07977292,12.64070279,0.22062188,32.20759059,12.80586393,-7.49999987,-17.78191562,4.26938262,-0.71254967,-5.73754591,-9.19909351,-2.56699323,16.79184589,95.20746053,-10.65272112,-7.37101297,0.52217996,26.36997146,104.27426563
1051,8.75833333,-85.99767111,2.23044025,-180.33492306,0.93272332,0.42525604,-0.59914939,10.21594971,-3.46346364,-15.16577396,11.89280274,0.20756857,28.29118206,6.99957008,-7.49999987,7.87851152,-7.95252947,-19.63143122,12.70489052,0.22174217,32.49801743,12.38835032,-7.49999987,-17.63976638,4.32636836,-1.12977331,-5.88898832,-9.13979103,-3.2664714,16.72854494,98.6881901,-11.07218147,-7.33163444,-0.87783949,26.68594685,108.16341657
1052,8.76666667,-85.82333436,2.39836147,-180.20669045,0.93259714,0.42457109,-0.59917619,10.30535376,-3.2440096,-15.3732853,11.66931655,0.203668,28.26379883,6.95396521,-7.49999987,8.27682179,-8.23730424,-19.73702812,13.01349557,0.22712834,32.7682254,12.64342539,-7.49999987,-17.52960342,4.52177533,-1.26240622,-6.15130311,-9.15937107,-3.43914511,16.88876326,99.01280795,-11.38572269,-7.30224547,-1.37020386,26.96050543,108.37281154
1053,8.775,-85.71780914,2.15351875,-180.33518067,0.93271341,0.42397595,-0.59920076,10.47689065,-3.50387294,-15.31892889,11.68165795,0.20388339,28.32238934,7.09855362,-7.49999987,8.24385348,-7.86207176,-19.55984859,12.68515214,0.22139767,32.79209264,12.33329983,-7.49999987,-17.5025383,4.22865717,-1.26110578,-6.3057239,-9.17201229,-3.04705792,16.85655343,98.39767602,-11.56009955,-7.38990932,-1.17790293,27.03160466,108.15159116
1054,8.78333333,-85.55955046,2.05943411,-180.3758779,0.93275005,0.42334528,-0.59932733,10.67161583,-3.59204429,-15.29261136,11.62195653,0.20284141,28.29760387,7.16134985,-7.49999987,8.40655066,-7.73524513,-19.43709486,12.61402758,0.22015631,33.10054225,12.27799392,-7.49999987,-17.41623663,4.11702484,-1.31990973,-6.4243453,-9.17407283,-2.86401897,16.81181385,98.18872976,-11.70601529,-7.4163707,-1.39129939,27.09821437,108.23882811
1055,8.79166667,-85.39426105,2.11059345,-180.33989911,0.9326769,0.42285735,-0.59935427,10.84514871,-3.54116447,-15.48887181,11.49575192,0.20063872,28.19361719,7.15151751,-7.49999987,8.68330664,-7.84153931,-19.62032716,12.72158392,0.22203353,33.39255418,12.30333994,-7.49999987,-17.29956872,4.19291792,-1.37306182,-6.61824599,-9.19037134,-3.24206347,16.91969626,98.94035868,-11.82705125,-7.44074252,-1.63301231,27.18442075,108.46617539
1056,8.8,-85.37466875,2.02620375,-180.36803015,0.9328687,0.4227179,-0.59937567,10.86229173,-3.65202668,-15.71107509,11.39704101,0.19891589,28.20208853,7.22604867,-7.49999987,8.59832182,-7.70832225,-19.69903299,12.44877559,0.21727212,33.27171436,11.75425927,-7.49999987,-17.31644979,4.08843518,-1.44079846,-6.69012689,-9.32500461,-1.94171278,16.76789704,97.57523428,-11.93453396,-7.56629233,-1.18768315,27.26172578,107.0194642
1057,8.80833333,-85.19638995,2.13410692,-180.35371634,0.93263108,0.42220485,-0.59950427,11.09441522,-3.54749007,-15.99864477,11.40187534,0.19900027,28.35486727,7.54829353,-7.49999987,8.87683963,-7.84325008,-19.52434887,12.52214423,0.21855265,33.24461896,11.51734381,-7.49999987,-17.18779852,4.20000602,-1.42488517,-6.91105943,-9.29544561,-2.89098379,17.03292568,98.66553221,-11.98940963,-7.61952596,-1.39864971,27.31193308,108.48930994
1058,8.81666667,-85.18124002,2.25611355,-180.41377775,0.93263244,0.42191485,-0.60000929,11.03062596,-3.35368408,-16.10721242,11.21304672,0.19570458,28.25707191,7.84922172,-7.49999987,8.91810146,-8.05450789,-19.68367368,12.5882033,0.21970559,33.37590007,11.86075018,-7.49999987,-17.21845115,4.28101392,-1.34491105,-7.03545544,-9.33942638,-1.65145201,17.15667083,93.88474037,-11.9898787,-7.84407695,0.18182707,27.35845006,102.88158576
1059,8.825,-85.04541306,2.15442288,-180.56499784,0.9323559,0.42128594,-0.60036551,11.24332318,-3.42163774,-15.83143546,11.22413946,0.19589819,28.06537438,7.75887011,-7.49999987,9.10608585,-7.97634606,-19.74077739,12.6272588,0.22038724,33.3239538,11.76420164,-7.49999987,-17.14775341,4.11158818,-1.32518354,-7.14201631,-9.24604911,-3.13466595,17.28906363,98.24606974,-12.15043614,-7.70848765,-1.6617935,27.55969975,108.60114623
1060,8.83333333,-84.97473348,2.16201393,-180.56894665,0.93225531,0.42088653,-0.60051265,11.3254634,-3.38808204,-15.76814735,11.18624794,0.19523686,27.91351894,7.76186249,-7.49999987,9.27929837,-8.01713632,-19.73010978,12.78839674,0.22319963,33.41471304,12.20400604,-7.49999987,-17.11612927,4.09903419,-1.3098973,-7.19340142,-9.2346279,-2.98412402,17.30092529,97.17477276,-12.1353914,-7.8044198,-1.29788856,27.62429395,106.97732151
1061,8.84166667,-84.88679327,2.22705599,-180.49916394,0.93220274,0.42071278,-0.60051127,11.37809077,-3.31035021,-15.78816938,11.11597338,0.19401034,27.97552743,7.99332051,-7.49999987,9.46896192,-8.08068424,-19.49924877,12.93213098,0.22570826,33.58833738,12.74363569,-7.49999987,-17.04250567,4.18737487,-1.35816561,-7.22445886,-9.26684994,-2.73362908,17.28509838,95.97334903,-12.14323891,-7.84753075,-1.07859924,27.69739382,105.60754251
1062,8.85,-84.84971487,2.29788326,-180.5303779,0.9322675,0.42053251,-0.6007316,11.40561344,-3.20994367,-15.70256126,11.0698601,0.19320551,28.06383716,8.19883621,-7.49999987,9.56639015,-8.18551683,-19.46450306,13.02271628,0.22728928,33.56502139,13.02456464,-7.49999987,-17.03109116,4.24646452,-1.27640121,-7.24495118,-9.30917893,-2.44781746,17.29675927,95.19310718,-12.11301727,-7.85523763,-1.05101792,27.80277193,104.77237062
1063,8.85833333,-84.86672948,2.18902387,-180.81208343,0.93237355,0.42046245,-0.60115567,11.42451375,-3.27730753,-15.3936999,11.05670452,0.1929759,28.02256025,8.26882909,-7.49999987,9.42385568,-8.07300366,-19.64826472,12.85837099,0.22442091,33.29009776,12.96684136,-7.49999987,-17.07185358,4.06356133,-1.01829044,-7.24291929,-9.36917842,-1.85397604,17.34278887,92.85820631,-12.07882215,-7.92912274,-0.36242167,27.9316466,101.64378256
1064,8.86666667,-84.72768205,2.2911822,-180.63196666,0.93193444,0.42012799,-0.60102903,11.54017135,-3.1657314,-15.51844941,10.96600526,0.1913929,27.94392885,8.0811316,-7.49999987,9.71703011,-8.15211134,-19.00582699,12.96437994,0.22627112,33.05777774,12.46809309,-7.49999987,-16.92861805,4.18655854,-1.22145038,-7.2532052,-9.25446885,-3.82947916,17.407675,98.40636111,-12.19737028,-7.76617744,-2.62246819,28.16043825,108.62512585
1065,8.875,-84.69303531,2.50548686,-180.57973524,0.93168123,0.42015056,-0.60110034,11.49839836,-2.9200643,-15.68371367,10.82643026,0.18895685,27.72774752,8.05648935,-7.49999987,9.90136262,-8.47408619,-19.01553769,13.23455586,0.23098657,33.05395723,12.66459618,-7.49999987,-16.85729263,4.41045702,-1.17511552,-7.2612956,-9.30905521,-3.11039293,17.48226975,95.26578793,-12.09345111,-7.89529239,-1.66066125,28.15031411,105.17223747
1066,8.88333333,-84.66690489,2.52535589,-180.78261597,0.93147078,0.42010665,-0.6015621,11.55221416,-2.81588946,-15.28541292,10.80433307,0.18857119,27.54827591,7.59518458,-7.49999987,9.96713879,-8.57642889,-19.22662047,13.36277629,0.23322444,32.9845298,12.67916688,-7.49999987,-16.82356998,4.37199754,-1.04639053,-7.15956646,-9.30546974,-3.71942564,17.43659164,98.06004644,-12.12862587,-7.7286806,-3.09304002,28.33641608,108.5924502
1067,8.89166667,-84.82336746,2.4946089,-180.87087448,0.93168699,0.42075803,-0.60160376,11.33608763,-2.85112313,-15.33066017,10.80339014,0.18855473,27.57142164,7.77927048,-7.49999987,9.70997235,-8.53467257,-19.3465655,13.32106191,0.23249639,32.81131909,12.67839506,-7.49999987,-16.93329757,4.3409926,-0.95026696,-7.12563096,-9.34810723,-3.70867037,17.51176708,98.08441651,-12.03320962,-7.72997453,-3.04575154,28.28815382,108.50602759
1068,8.9,-84.97001353,2.48853631,-180.88902417,0.93186874,0.42131684,-0.60150039,11.15770554,-2.89350996,-15.53276947,10.82695719,0.18896605,27.64790373,8.00418134,-7.49999987,9.50965606,-8.51676223,-19.4202144,13.33519644,0.23274308,32.5534726,12.74604786,-7.49999987,-17.02636015,4.33660515,-0.90697272,-7.01738416,-9.3676363,-3.79954181,17.49631625,98.27108783,-11.89000003,-7.7288871,-3.0480539,28.23295317,108.46036492
1069,8.90833333,-84.98478175,2.58385893,-180.9096938,0.93181385,0.42151655,-0.60148355,11.15273829,-2.81720052,-15.72452794,10.84809115,0.18933491,27.51484721,8.13237163,-7.49999987,9.53716201,-8.64810301,-19.50286506,13.43704419,0.23452066,32.41209217,12.89975455,-7.49999987,-17.02089039,4.43866745,-0.74972425,-6.93284965,-9.43915031,-3.07389811,17.57141164,94.74024907,-11.59466244,-7.85530503,-1.93099597,28.06602516,104.54924136
1070,8.91666667,-84.96907745,2.56569809,-180.83984696,0.93164043,0.42160019,-0.6013269,11.15194144,-2.85167617,-15.76254794,10.83457263,0.18909897,27.22246061,8.0044067,-7.49999987,9.61580124,-8.62597375,-19.39493511,13.45632328,0.23485715,32.22953541,12.67638807,-7.49999987,-16.95363185,4.4227877,-0.87589278,-6.73801321,-9.37998827,-4.05420155,17.5555575,97.86919459,-11.52171962,-7.7730148,-3.1299062,28.22279685,108.30066402
1071,8.925,-85.13857946,2.82835352,-180.77382823,0.93177094,0.42213409,-0.6012841,10.83922505,-2.55812168,-15.93660692,10.71834712,0.18707045,26.75616736,8.14621952,-7.49999987,9.49278537,-9.00863033,-19.56019802,13.57978189,0.23701191,32.17712591,12.56187715,-7.49999987,-17.08054767,4.7185469,-0.82054874,-6.64778055,-9.44289011,-3.57088396,17.70834534,95.19244225,-11.30707717,-7.82487716,-2.19396818,28.177643,105.18770263
1072,8.93333333,-85.25279348,2.66892648,-180.91515882,0.93180194,0.42228469,-0.60119289,10.78688666,-2.74009945,-15.64882079,10.81476196,0.1887532,26.25097031,7.9337239,-7.49999987,9.17500688,-8.6832024,-19.00860164,13.1764307,0.2299721,31.79294622,11.92242569,-7.49999987,-17.18427616,4.52490116,-0.76054667,-6.44138038,-9.34216188,-5.01024391,17.82154743,98.41668092,-11.19013554,-7.65997082,-3.38765914,28.2971539,108.29794247
1073,8.94166667,-85.33431398,2.6322685,-181.17093134,0.93173016,0.42281388,-0.60133028,10.7301463,-2.77620567,-15.56303134,10.82803937,0.18898494,25.73926551,7.98720001,-7.49999987,8.96677552,-8.56461764,-18.95351537,13.00982237,0.22706424,31.33331407,11.97897182,-7.49999987,-17.20928041,4.45843581,-0.50785183,-6.28055959,-9.38989149,-5.151032,17.87152064,98.57295351,-10.98497514,-7.57682985,-3.46393838,28.28840456,108.09937105
1074,8.95,-85.46270517,2.79333845,-181.37835841,0.93170681,0.42360752,-0.60172215,10.5448787,-2.53685764,-15.19100831,10.75474595,0.18770573,25.11021571,7.87370846,-7.49999987,8.81517775,-8.78685643,-19.3373368,12.99311273,0.2267726,30.59778081,11.84736519,-7.49999987,-17.27335158,4.60166987,-0.26215408,-6.11880844,-9.46617202,-5.38079907,17.99135921,98.90914204,-10.83786345,-7.55598302,-3.34576875,28.44326166,107.97479501
1075,8.95833333,-85.42185375,2.81521098,-181.55578472,0.93135965,0.42387704,-0.60197567,10.72741697,-2.5274712,-14.96294954,10.94579309,0.19104013,24.66136525,7.9529733,-7.49999987,8.92262505,-8.87597805,-19.36631443,13.24131091,0.23110447,30.51704301,12.20902112,-7.49999987,-17.18070013,4.5915394,-0.09112579,-5.8390463,-9.60490986,-4.74148645,17.90725969,99.27972288,-10.59239588,-7.59435768,-3.03721375,28.40793653,108.48474082
1076,8.96666667,-85.67674076,2.83499647,-181.62861487,0.9316648,0.42457986,-0.60203169,10.35548117,-2.46051139,-14.65386501,10.75912402,0.18778214,24.02736034,7.50186593,-7.49999987,8.52563905,-8.85703193,-19.20054677,13.12215087,0.22902474,29.89765185,12.09284432,-7.49999987,-17.3957434,4.58718107,-0.04318265,-5.52641093,-9.56503413,-4.908189,17.99516608,97.57646159,-10.38893998,-7.50635069,-3.24166964,28.56994992,107.04968926
1077,8.975,-85.72753694,2.99249623,-181.46943898,0.93134797,0.42508004,-0.60171782,10.30317888,-2.346676,-15.04600494,10.79971199,0.18849053,23.45327044,7.60086256,-7.49999987,8.69190353,-9.10307194,-19.02423407,13.57668923,0.23695793,29.51885701,12.15791512,-7.49999987,-17.36677186,4.81984617,-0.13400484,-5.31646005,-9.51899694,-5.73921252,18.13507093,98.69861276,-10.05307985,-7.46268586,-3.30804507,28.42714703,108.17369634
1078,8.98333333,-85.86659462,3.14846413,-181.54902375,0.93118223,0.42585126,-0.60187676,10.10002538,-2.12992076,-14.87679655,10.69418718,0.18664878,22.56505317,7.41583496,-7.49999987,8.63808359,-9.42137564,-19.35544284,13.98760074,0.24412969,29.23280548,12.38793928,-7.49999987,-17.42377189,4.98572031,-0.06494624,-4.98600327,-9.61086667,-5.16978465,18.08023858,97.14341066,-9.6904865,-7.44418573,-2.83703473,28.17252779,106.46363007
1079,8.99166667,-85.94400304,3.31812818,-181.54720701,0.93086147,0.42672366,-0.60174635,10.03972051,-1.99899124,-15.07115425,10.78364992,0.1882102,21.65280688,7.61548267,-7.49999987,8.66605446,-9.68537144,-19.54813065,14.29994381,0.2495811,28.83917923,12.08735162,-7.49999987,-17.38803084,5.20025069,-0.01170153,-4.78418038,-9.57412972,-6.38412319,18.28767926,98.40343975,-9.3519786,-7.41500467,-2.79598767,27.98206388,107.79760902
1080,9.0,-86.11238264,3.43460896,-181.54758583,0.93077362,0.42761543,-0.60177059,9.78323505,-1.84146065,-14.939839,10.64265804,0.18574942,20.37515667,7.39045615,-7.49999987,8.50819278,-9.82194725,-19.57920874,14.32494318,0.25001742,28.35825742,11.80531458,-7.49999987,-17.44399306,5.33051377,-0.00595367,-4.44781428,-9.61200344,-6.22310333,18.30147165,98.02388413,-9.04651256,-7.43649418,-2.4971126,27.95963243,107.34540109
1081,9.00833333,-86.30897969,3.43246018,-181.58420012,0.93068875,0.42852851,-0.60177043,9.53017849,-1.82005035,-14.78012621,10.52652498,0.18372252,18.95076182,7.06350345,-7.49999987,8.28206223,-9.83560644,-19.79949642,14.30962027,0.24974999,27.92760952,11.87170372,-7.49999987,-17.51787011,5.31950992,0.02789231,-4.10992683,-9.63477578,-5.84631564,18.36210993,96.4688081,-8.68954294,-7.52521934,-1.76892446,27.87170293,105.64495521
1082,9.01666667,-86.44440234,3.75747033,-181.39986528,0.93042548,0.4292403,-0.60149638,9.33663068,-1.48215981,-15.09972446,10.39501027,0.18142715,17.48804135,6.81143738,-7.49999987,8.35141233,-10.26565774,-19.77516605,14.6868857,0.25633451,27.63742993,11.80047964,-7.49999987,-17.54933278,5.73997203,-0.05791489,-3.81636357,-9.57582582,-7.20054525,18.68486671,98.1391394,-8.35293859,-7.41536219,-2.1769035,27.84240749,107.32941007
1083,9.025,-86.66901582,3.82245014,-181.63158324,0.93057049,0.42991217,-0.60173509,9.05343783,-1.30323227,-14.51161358,10.15269794,0.17719801,15.90617354,5.86481816,-7.49999987,8.0858691,-10.37368293,-20.02569484,14.81980504,0.25865439,27.27425223,11.51766151,-7.49999987,-17.73672331,5.77362441,0.1933805,-3.3957757,-9.59883346,-7.21848011,18.78127556,96.85789795,-7.92360501,-7.43994558,-1.6302893,27.80814073,105.99168367
1084,9.03333333,-86.84664812,3.87859282,-181.75686449,0.930441,0.43054667,-0.60185398,8.88407178,-1.1697906,-14.24485037,10.121535,0.17665411,14.74672599,5.16418673,-7.49999987,7.9803559,-10.4941371,-20.12624781,15.10774246,0.26367985,26.93585934,11.44555659,-7.49999987,-17.85179287,5.81353757,0.35171699,-2.99216469,-9.58884792,-7.34827445,18.84898888,96.56362786,-7.4892747,-7.4889631,-1.3643627,27.78290115,105.69631013
1085,9.04166667,-86.98179236,3.91577949,-181.82647685,0.9300471,0.43136176,-0.60185659,8.92831334,-1.15675435,-14.47052852,10.51225149,0.1834734,14.23606821,5.19697576,-7.49999987,7.95309037,-10.56695459,-20.25668467,15.45777508,0.26978907,26.51519246,11.60297643,-7.49999987,-17.88359882,5.8678519,0.50153294,-2.72540305,-9.47050519,-8.87717375,19.15150957,98.50712493,-7.02720485,-7.50952247,-1.22297392,27.62618508,106.76596963
1086,9.05,-87.11344389,4.23276621,-181.71780036,0.92968302,0.43208317,-0.60191658,8.7412392,-0.70071327,-14.30226145,10.43561703,0.18213588,13.57493289,4.58228389,-7.49999987,8.07418953,-10.97894056,-20.12448932,15.96237094,0.27859593,26.09003612,11.7486372,-7.49999987,-17.92511184,6.24956975,0.52164775,-2.36673511,-9.46095528,-9.28020261,19.40112069,97.87862556,-6.56789513,-7.44460884,-1.38940726,27.52798197,106.70702233
1087,9.05833333,-87.34612295,4.08534031,-181.74395786,0.92968543,0.43268183,-0.60187576,8.60737112,-0.82963229,-13.93277273,10.64183388,0.18573504,13.12535969,3.9768855,-7.49999987,7.78237429,-10.65921605,-19.63734267,15.81126086,0.27595856,25.46261995,11.21384962,-7.49999987,-18.10440889,6.0889227,0.54853218,-1.94224003,-9.30538706,-10.35946649,19.59229058,99.29865791,-6.03275094,-7.49318982,-1.18899855,27.4520116,105.96646779
1088,9.06666667,-88.0906809,3.49256824,-182.01494828,0.93105385,0.43423935,-0.60172336,7.79362138,-1.47201943,-13.24277187,10.73564656,0.18737238,12.65508464,3.61618542,-7.49999987,6.15203952,-9.47154253,-18.64607928,14.31489176,0.24984199,23.82731393,9.60960642,-7.49999987,-18.72010791,5.38439627,0.61625761,-1.47678399,-9.23429395,-10.27784134,19.75547871,97.49695267,-5.56008534,-7.68976923,-0.956314,27.34806116,106.01768683
1089,9.075,-88.392169,3.39561114,-182.0385395,0.93122048,0.4354853,-0.60153428,7.50281398,-1.61697599,-13.08927422,10.98933608,0.1918001,12.65802122,3.40603274,-7.49999987,5.62026984,-9.19500188,-18.33025949,13.99814426,0.24431371,23.49033861,8.95741441,-7.49999987,-18.85547232,5.29018085,0.60270701,-1.12387732,-9.14101649,-10.77069236,20.01936699,97.62197108,-5.12628918,-7.73616188,-0.49917205,27.28517894,106.23953072
1090,9.08333333,-88.66022242,3.27525564,-182.25519253,0.93148555,0.43659719,-0.60165825,7.2303428,-1.74466293,-12.73476396,11.12981305,0.19425188,12.73724521,3.13267345,-7.49999987,5.01194017,-8.87351153,-18.09545596,13.53564297,0.23624154,23.03379385,8.05166259,-7.49999987,-19.00679725,5.11361002,0.77785437,-0.72018347,-9.01598991,-11.42819441,20.22862089,98.31875883,-4.63161088,-7.69962255,-0.31512681,27.20894982,105.3540598
1091,9.09166667,-88.8082587,3.63291121,-182.11483253,0.93152381,0.43753817,-0.60167093,6.83424134,-1.23693698,-12.47123614,10.80020445,0.18849913,12.5259775,2.44670384,-7.49999987,4.92535271,-9.32802865,-18.09402682,13.7648874,0.24024261,22.95739301,8.10529669,-7.49999987,-19.03777123,5.53422119,0.70839227,-0.16208252,-9.06144868,-10.56268482,20.13392072,96.49761252,-4.17442463,-7.56571074,-0.64732309,27.15322443,104.16680046
1092,9.1,-88.87302582,3.94061866,-182.10010575,0.93143945,0.43836313,-0.60164912,6.66114727,-0.88885004,-12.5703639,10.73612612,0.18738075,12.505318,2.50575134,-7.49999987,5.04107151,-9.84643904,-18.66357216,14.2870648,0.24935632,23.06964838,8.67812285,-7.49999987,-18.96054648,5.91625139,0.85859349,0.17546388,-8.991956,-11.34191233,20.48000141,97.14593971,-3.61231994,-7.41916226,-0.8995496,26.94286302,105.51830022
1093,9.10833333,-89.01497453,3.73626035,-182.39458648,0.93178611,0.43922415,-0.60193365,6.64801426,-1.18511284,-12.58714064,11.06273382,0.19308113,12.69904044,2.94863231,-7.49999987,4.67006408,-9.618801,-18.97876988,14.08344923,0.24580256,22.77228295,8.67449713,-7.49999987,-18.96470841,5.65472653,1.09766233,0.57502367,-8.87943397,-11.95443023,20.80125402,98.10619053,-3.06748289,-7.37476749,-0.72802416,26.81089411,105.10298366
1094,9.11666667,-89.08158043,4.03183034,-182.57608788,0.93197014,0.43994393,-0.60255448,6.55995576,-0.80539,-12.43419182,11.09223624,0.19359604,12.61635171,2.8743388,-7.49999987,4.70964913,-10.23639958,-20.03105606,14.61486091,0.25507744,23.06949153,9.92109521,-7.49999987,-18.91053679,5.93677161,1.42051057,0.99243071,-8.84836297,-12.05313715,21.10742674,96.7161625,-2.49295752,-7.26824202,-0.6415467,26.72004323,104.63237128
1095,9.125,-89.16924055,4.05265028,-182.49585586,0.9321913,0.44078166,-0.60231659,6.44427158,-0.82746703,-12.68501069,11.16993993,0.19495223,12.67919333,3.04653425,-7.49999987,4.59486058,-10.24467743,-20.1506898,14.63785043,0.25547869,22.93383577,10.09614345,-7.49999987,-18.83077306,5.99877323,1.34183256,1.51551294,-8.772346,-12.38529795,21.27204368,97.36490693,-1.94238963,-7.19229646,-0.99644447,26.67183413,105.21545456
1096,9.13333333,-89.23426533,4.25391303,-182.46483349,0.93222311,0.44218771,-0.60242473,6.20318652,-0.59386376,-12.85826139,11.05913446,0.19301831,12.73644309,3.26543352,-7.49999987,4.46633775,-10.59372331,-20.81386172,14.79872921,0.25828655,23.162271,11.16246429,-7.49999987,-18.64746728,6.24579557,1.35812475,1.94669422,-8.69464101,-12.92378545,21.55464717,98.47403226,-1.45578322,-7.08064478,-1.25556266,26.61398761,105.09260376
1097,9.14166667,-89.34606776,4.13009324,-182.55126159,0.93243012,0.44359538,-0.60235291,5.91766036,-0.72253445,-12.76740828,10.9203838,0.19059665,12.79795983,3.36231574,-7.49999987,3.98550509,-10.31395826,-20.84777927,14.30438206,0.24965856,23.01505961,11.18499851,-7.49999987,-18.51193342,6.12919637,1.41745583,2.33186741,-8.63561705,-13.09107982,21.92353492,98.71075076,-0.94225957,-7.02916468,-1.10252588,26.53098453,104.50134673
1098,9.15,-89.38214647,4.69204739,-182.47904796,0.93243209,0.44494524,-0.60285231,5.4544814,0.05166037,-12.53045103,10.33718054,0.18041784,12.49577272,3.06591046,-7.49999987,4.01856082,-11.23307727,-21.81941179,14.81032573,0.25848895,23.57587768,12.62630483,-7.49999987,-18.33643939,6.76873622,1.54715443,2.69498043,-8.6182995,-13.10780199,22.33942519,97.66951946,-0.49348489,-6.94173195,-1.09220472,26.52898055,104.50299472
